Treating.Clinician,Hospital,total,target,percentage,jitter_total,jitter_target,jitter_percentage
90123296,Casey,3,0,0,3.003618905,0.015504119,0.039448561
90123301,Casey,4,0,0,4.003313463,0.034789532,0.014312963
90123309,MMC- Clayton,3,0,0,3.006543488,0.036633239,0.06129548
90123323,Casey,4,0,0,4.005445914,0.014892592,0.08623041
90123332,Casey,1,0,0,1.003759623,0.047584567,0.001643706
90123339,Dandenong,2,0,0,2.001076518,0.043526135,0.082071806
90123339,MMC- Clayton,16,0,0,16.00331415,0.044978506,0.003207749
90124199,Casey,5,0,0,5.004668142,0.082812598,0.015851172
90124202,Casey,8,0,0,8.009399475,0.01181901,0.008210933
90124202,Dandenong,7,1,14,7.008053175,1.093037132,14.06795084
90124438,Casey,14,0,0,14.00189175,0.082816619,0.081915756
90124438,Dandenong,1,1,100,0.999675686,1.040413418,99.99839804
90124438,MMC- Clayton,21,0,0,21.00638033,0.037588672,0.085477037
90124439,Casey,10,2,20,10.00781441,2.068876394,20.00242161
90124439,Dandenong,4,1,25,4.003035309,1.041286625,25.04479372
90124440,Casey,26,2,7,26.00545813,2.052229033,7.006215006
90124441,Casey,7,1,14,7.008228165,1.054016981,14.06798448
90124443,Casey,3,1,33,3.00278185,1.080555941,33.03311329
90124445,Casey,6,2,33,6.001797961,2.037951728,33.08048406
90124446,Casey,6,1,16,6.002884286,1.040521951,16.0751859
90124446,Dandenong,1,0,0,1.003346685,0.070624508,0.060996303
90124447,Casey,7,0,0,6.999888934,0.015847478,0.011724413
90124447,Dandenong,5,1,20,5.00135046,1.041687432,20.07518806
90124449,Casey,2,0,0,2.004898762,0.042786794,0.014217491
90124449,Dandenong,10,0,0,10.00825593,0.079901768,0.070112807
90124459,Dandenong,2,0,0,2.004268449,0.042772438,0.055864631
90124476,MMC- Clayton,8,0,0,8.000026245,0.074774629,0.014374325
90124487,MMC- Clayton,2,0,0,2.004844578,0.063174243,0.005716236
90124491,Casey,5,0,0,5.00625406,0.00611581,0.05679767
90124492,MMC- Clayton,3,0,0,3.004833687,0.093683388,0.024531718
90124499,Dandenong,1,0,0,1.009348084,0.0905319,-0.002467807
90124502,Casey,5,0,0,5.00475702,0.018149838,0.092658317
90124502,MMC- Clayton,2,0,0,2.002054222,0.094995875,0.015985172
90124505,MMC- Clayton,8,1,12,8.000406333,1.025697316,12.01405568
90124508,Casey,11,0,0,11.00896881,0.080070019,0.059003378
90124515,Dandenong,1,0,0,1.001118601,0.017650193,0.040766583
90124517,Dandenong,4,0,0,4.004534705,0.022531849,0.064880581
